Dates,Category,Descript,PdDistrict,DayOfWeek
2018/2/20,Protests,Peaceful protest,Anhui,星期二
2018/2/21,Violence against civilians,Attack,Jiangsu,星期三
2018/2/21,Violence against civilians,Attack,Beijing,星期三
2018/2/22,Protests,Peaceful protest,Hebei,星期四
2018/2/22,Strategic developments,Looting/property destruction,Jiangxi,星期四
2018/2/23,Protests,Peaceful protest,Beijing,星期五
2018/2/23,Violence against civilians,Attack,Hubei,星期五
2018/2/23,Protests,Peaceful protest,Guangdong,星期五
2018/2/24,Violence against civilians,Abduction/forced disappearance,Chongqing,星期六
2018/2/24,Protests,Peaceful protest,Guangxi,星期六
2018/2/24,Violence against civilians,Attack,Beijing,星期六
2018/2/24,Protests,Peaceful protest,Jiangxi,星期六
2018/2/24,Violence against civilians,Abduction/forced disappearance,Shanghai,星期六
2018/2/25,Protests,Protest with intervention,Hebei,星期日
2018/2/25,Violence against civilians,Abduction/forced disappearance,Shanghai,星期日
2018/2/25,Protests,Peaceful protest,Shanghai,星期日
2018/2/25,Violence against civilians,Abduction/forced disappearance,Sichuan,星期日
2018/2/25,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期日
2018/2/25,Violence against civilians,Abduction/forced disappearance,Beijing,星期日
2018/2/25,Violence against civilians,Abduction/forced disappearance,Beijing,星期日
2018/2/25,Protests,Peaceful protest,Hebei,星期日
2018/2/25,Protests,Protest with intervention,Guizhou,星期日
2018/2/26,Violence against civilians,Abduction/forced disappearance,Chongqing,星期一
2018/2/26,Protests,Peaceful protest,Shandong,星期一
2018/2/26,Violence against civilians,Abduction/forced disappearance,Beijing,星期一
2018/2/26,Protests,Peaceful protest,Shaanxi,星期一
2018/2/26,Protests,Peaceful protest,Shandong,星期一
2018/2/26,Violence against civilians,Abduction/forced disappearance,Heilongjiang,星期一
2018/2/26,Strategic developments,Looting/property destruction,Xinjiang,星期一
2018/2/26,Violence against civilians,Abduction/forced disappearance,Beijing,星期一
2018/2/26,Protests,Peaceful protest,Shandong,星期一
2018/2/27,Violence against civilians,Abduction/forced disappearance,Beijing,星期二
2018/2/27,Protests,Peaceful protest,Shandong,星期二
2018/2/27,Violence against civilians,Attack,Jiangxi,星期二
2018/2/27,Protests,Peaceful protest,Anhui,星期二
2018/2/27,Protests,Peaceful protest,Henan,星期二
2018/2/27,Protests,Peaceful protest,Guangxi,星期二
2018/2/27,Violence against civilians,Attack,Anhui,星期二
2018/2/27,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期二
2018/2/27,Violence against civilians,Attack,Jiangxi,星期二
2018/2/27,Violence against civilians,Abduction/forced disappearance,Shanghai,星期二
2018/2/27,Violence against civilians,Abduction/forced disappearance,Shanghai,星期二
2018/2/27,Violence against civilians,Abduction/forced disappearance,Shanghai,星期二
2018/2/27,Violence against civilians,Abduction/forced disappearance,Shanghai,星期二
2018/2/27,Violence against civilians,Attack,Chongqing,星期二
2018/2/27,Violence against civilians,Abduction/forced disappearance,Shandong,星期二
2018/2/28,Violence against civilians,Attack,Beijing,星期三
2018/2/28,Violence against civilians,Abduction/forced disappearance,Beijing,星期三
2018/2/28,Violence against civilians,Abduction/forced disappearance,Beijing,星期三
2018/2/28,Protests,Peaceful protest,Shandong,星期三
2018/2/28,Protests,Peaceful protest,Yunnan,星期三
2018/2/28,Protests,Peaceful protest,Hebei,星期三
2018/2/28,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期三
2018/2/28,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期三
2018/2/28,Violence against civilians,Attack,Shanghai,星期三
2018/3/1,Violence against civilians,Abduction/forced disappearance,Beijing,星期四
2018/3/1,Violence against civilians,Abduction/forced disappearance,Shaanxi,星期四
2018/3/1,Violence against civilians,Abduction/forced disappearance,Beijing,星期四
2018/3/1,Violence against civilians,Abduction/forced disappearance,Beijing,星期四
2018/3/1,Violence against civilians,Abduction/forced disappearance,Chongqing,星期四
2018/3/1,Violence against civilians,Abduction/forced disappearance,Beijing,星期四
2018/3/1,Protests,Peaceful protest,Guangdong,星期四
2018/3/1,Protests,Peaceful protest,Shaanxi,星期四
2018/3/1,Violence against civilians,Attack,Xinjiang,星期四
2018/3/1,Violence against civilians,Abduction/forced disappearance,Beijing,星期四
2018/3/1,Violence against civilians,Abduction/forced disappearance,Beijing,星期四
2018/3/1,Violence against civilians,Abduction/forced disappearance,Shanghai,星期四
2018/3/1,Violence against civilians,Attack,Shanghai,星期四
2018/3/1,Strategic developments,Looting/property destruction,Xinjiang,星期四
2018/3/1,Violence against civilians,Attack,Beijing,星期四
2018/3/1,Violence against civilians,Abduction/forced disappearance,Beijing,星期四
2018/3/1,Violence against civilians,Abduction/forced disappearance,Guangdong,星期四
2018/3/1,Violence against civilians,Abduction/forced disappearance,Beijing,星期四
2018/3/2,Violence against civilians,Abduction/forced disappearance,Beijing,星期五
2018/3/2,Violence against civilians,Attack,Beijing,星期五
2018/3/2,Violence against civilians,Abduction/forced disappearance,Hubei,星期五
2018/3/2,Strategic developments,Change to group/activity,Gansu,星期五
2018/3/2,Violence against civilians,Attack,Sichuan,星期五
2018/3/2,Violence against civilians,Abduction/forced disappearance,Beijing,星期五
2018/3/2,Violence against civilians,Abduction/forced disappearance,Beijing,星期五
2018/3/2,Violence against civilians,Abduction/forced disappearance,Beijing,星期五
2018/3/2,Strategic developments,Change to group/activity,Xinjiang,星期五
2018/3/2,Violence against civilians,Attack,Chongqing,星期五
2018/3/3,Violence against civilians,Abduction/forced disappearance,Hubei,星期六
2018/3/3,Violence against civilians,Abduction/forced disappearance,Liaoning,星期六
2018/3/3,Violence against civilians,Attack,Zhejiang,星期六
2018/3/3,Violence against civilians,Abduction/forced disappearance,Hunan,星期六
2018/3/3,Violence against civilians,Abduction/forced disappearance,Shandong,星期六
2018/3/3,Violence against civilians,Attack,Anhui,星期六
2018/3/3,Violence against civilians,Abduction/forced disappearance,Beijing,星期六
2018/3/3,Violence against civilians,Abduction/forced disappearance,Heilongjiang,星期六
2018/3/3,Violence against civilians,Abduction/forced disappearance,Beijing,星期六
2018/3/3,Protests,Peaceful protest,Henan,星期六
2018/3/3,Protests,Peaceful protest,Shaanxi,星期六
2018/3/3,Violence against civilians,Abduction/forced disappearance,Jiangsu,星期六
2018/3/4,Violence against civilians,Abduction/forced disappearance,Beijing,星期日
2018/3/4,Protests,Peaceful protest,Shaanxi,星期日
2018/3/4,Violence against civilians,Attack,Anhui,星期日
2018/3/4,Violence against civilians,Abduction/forced disappearance,Beijing,星期日
2018/3/4,Violence against civilians,Attack,Zhejiang,星期日
2018/3/4,Protests,Peaceful protest,Guangdong,星期日
2018/3/4,Protests,Peaceful protest,Guangxi,星期日
2018/3/4,Violence against civilians,Abduction/forced disappearance,Zhejiang,星期日
2018/3/4,Violence against civilians,Abduction/forced disappearance,Zhejiang,星期日
2018/3/4,Violence against civilians,Abduction/forced disappearance,Beijing,星期日
2018/3/5,Violence against civilians,Abduction/forced disappearance,Beijing,星期一
2018/3/5,Protests,Excessive force against protesters,Henan,星期一
2018/3/5,Protests,Peaceful protest,Sichuan,星期一
2018/3/5,Violence against civilians,Abduction/forced disappearance,Beijing,星期一
2018/3/5,Violence against civilians,Attack,Shandong,星期一
2018/3/5,Protests,Peaceful protest,Hebei,星期一
2018/3/5,Violence against civilians,Abduction/forced disappearance,Henan,星期一
2018/3/5,Violence against civilians,Abduction/forced disappearance,Beijing,星期一
2018/3/5,Violence against civilians,Abduction/forced disappearance,Beijing,星期一
2018/3/5,Violence against civilians,Abduction/forced disappearance,Beijing,星期一
2018/3/5,Violence against civilians,Abduction/forced disappearance,Beijing,星期一
2018/3/5,Violence against civilians,Abduction/forced disappearance,Jiangsu,星期一
2018/3/5,Violence against civilians,Abduction/forced disappearance,Beijing,星期一
2018/3/5,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期一
2018/3/5,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期一
2018/3/5,Violence against civilians,Abduction/forced disappearance,Beijing,星期一
2018/3/5,Protests,Peaceful protest,Beijing,星期一
2018/3/5,Violence against civilians,Abduction/forced disappearance,Beijing,星期一
2018/3/5,Protests,Peaceful protest,Jilin,星期一
2018/3/6,Violence against civilians,Attack,Liaoning,星期二
2018/3/6,Protests,Peaceful protest,Jiangsu,星期二
2018/3/6,Violence against civilians,Attack,Beijing,星期二
2018/3/6,Violence against civilians,Attack,Liaoning,星期二
2018/3/6,Violence against civilians,Abduction/forced disappearance,Beijing,星期二
2018/3/6,Violence against civilians,Abduction/forced disappearance,Shanghai,星期二
2018/3/6,Protests,Peaceful protest,Shandong,星期二
2018/3/6,Protests,Peaceful protest,Hebei,星期二
2018/3/6,Violence against civilians,Abduction/forced disappearance,Beijing,星期二
2018/3/7,Protests,Peaceful protest,Shanxi,星期三
2018/3/7,Violence against civilians,Abduction/forced disappearance,Shanghai,星期三
2018/3/7,Protests,Peaceful protest,Jiangsu,星期三
2018/3/7,Strategic developments,Other,Sichuan,星期三
2018/3/7,Protests,Peaceful protest,Zhejiang,星期三
2018/3/7,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期三
2018/3/8,Violence against civilians,Attack,Beijing,星期四
2018/3/8,Protests,Peaceful protest,Beijing,星期四
2018/3/8,Violence against civilians,Attack,Beijing,星期四
2018/3/8,Protests,Peaceful protest,Hebei,星期四
2018/3/8,Protests,Peaceful protest,Guangdong,星期四
2018/3/8,Protests,Peaceful protest,Anhui,星期四
2018/3/8,Protests,Peaceful protest,Henan,星期四
2018/3/8,Protests,Peaceful protest,Guangdong,星期四
2018/3/8,Violence against civilians,Abduction/forced disappearance,Beijing,星期四
2018/3/8,Protests,Peaceful protest,Guizhou,星期四
2018/3/8,Protests,Peaceful protest,Jilin,星期四
2018/3/8,Violence against civilians,Abduction/forced disappearance,Beijing,星期四
2018/3/9,Protests,Peaceful protest,Shanxi,星期五
2018/3/9,Protests,Protest with intervention,Yunnan,星期五
2018/3/9,Violence against civilians,Abduction/forced disappearance,Shanghai,星期五
2018/3/9,Violence against civilians,Abduction/forced disappearance,Beijing,星期五
2018/3/9,Violence against civilians,Abduction/forced disappearance,Beijing,星期五
2018/3/9,Protests,Peaceful protest,Anhui,星期五
2018/3/9,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期五
2018/3/9,Violence against civilians,Abduction/forced disappearance,Sichuan,星期五
2018/3/9,Violence against civilians,Abduction/forced disappearance,Beijing,星期五
2018/3/9,Violence against civilians,Abduction/forced disappearance,Beijing,星期五
2018/3/10,Protests,Peaceful protest,Guangxi,星期六
2018/3/10,Violence against civilians,Abduction/forced disappearance,Hubei,星期六
2018/3/10,Violence against civilians,Abduction/forced disappearance,Anhui,星期六
2018/3/10,Protests,Peaceful protest,Henan,星期六
2018/3/10,Protests,Peaceful protest,Hubei,星期六
2018/3/10,Violence against civilians,Abduction/forced disappearance,Beijing,星期六
2018/3/11,Protests,Peaceful protest,Chongqing,星期日
2018/3/11,Violence against civilians,Abduction/forced disappearance,Beijing,星期日
2018/3/11,Protests,Peaceful protest,Jilin,星期日
2018/3/11,Violence against civilians,Abduction/forced disappearance,Beijing,星期日
2018/3/11,Violence against civilians,Abduction/forced disappearance,Beijing,星期日
2018/3/11,Violence against civilians,Attack,Xinjiang,星期日
2018/3/11,Violence against civilians,Abduction/forced disappearance,Beijing,星期日
2018/3/11,Strategic developments,Other,Beijing,星期日
2018/3/11,Violence against civilians,Abduction/forced disappearance,Sichuan,星期日
2018/3/11,Violence against civilians,Abduction/forced disappearance,Jiangsu,星期日
2018/3/11,Violence against civilians,Abduction/forced disappearance,Shaanxi,星期日
2018/3/11,Strategic developments,Change to group/activity,Henan,星期日
2018/3/11,Violence against civilians,Abduction/forced disappearance,Sichuan,星期日
2018/3/11,Violence against civilians,Abduction/forced disappearance,Shanghai,星期日
2018/3/12,Protests,Protest with intervention,Shaanxi,星期一
2018/3/12,Violence against civilians,Abduction/forced disappearance,Beijing,星期一
2018/3/12,Strategic developments,Change to group/activity,Liaoning,星期一
2018/3/12,Protests,Peaceful protest,Shanxi,星期一
2018/3/12,Violence against civilians,Abduction/forced disappearance,Beijing,星期一
2018/3/12,Protests,Peaceful protest,Beijing,星期一
2018/3/12,Strategic developments,Change to group/activity,Xinjiang,星期一
2018/3/12,Violence against civilians,Abduction/forced disappearance,Beijing,星期一
2018/3/12,Violence against civilians,Abduction/forced disappearance,Beijing,星期一
2018/3/13,Protests,Peaceful protest,Shanghai,星期二
2018/3/13,Protests,Peaceful protest,Guangdong,星期二
2018/3/13,Violence against civilians,Attack,Shanghai,星期二
2018/3/13,Protests,Peaceful protest,Guangxi,星期二
2018/3/13,Violence against civilians,Abduction/forced disappearance,Beijing,星期二
2018/3/13,Violence against civilians,Attack,Beijing,星期二
2018/3/13,Violence against civilians,Abduction/forced disappearance,Guangdong,星期二
2018/3/14,Protests,Peaceful protest,Guizhou,星期三
2018/3/14,Protests,Peaceful protest,Beijing,星期三
2018/3/14,Violence against civilians,Attack,Jiangsu,星期三
2018/3/14,Protests,Peaceful protest,Chongqing,星期三
2018/3/14,Protests,Peaceful protest,Henan,星期三
2018/3/14,Protests,Protest with intervention,Jiangsu,星期三
2018/3/14,Protests,Protest with intervention,Sichuan,星期三
2018/3/14,Violence against civilians,Attack,Henan,星期三
2018/3/15,Violence against civilians,Attack,Beijing,星期四
2018/3/15,Violence against civilians,Abduction/forced disappearance,Shanghai,星期四
2018/3/15,Violence against civilians,Abduction/forced disappearance,Shanghai,星期四
2018/3/15,Protests,Peaceful protest,Zhejiang,星期四
2018/3/15,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期四
2018/3/15,Violence against civilians,Attack,Shanghai,星期四
2018/3/16,Strategic developments,Looting/property destruction,Xinjiang,星期五
2018/3/16,Protests,Peaceful protest,Chongqing,星期五
2018/3/16,Strategic developments,Looting/property destruction,Shanxi,星期五
2018/3/16,Violence against civilians,Attack,Fujian,星期五
2018/3/16,Protests,Protest with intervention,Beijing,星期五
2018/3/16,Strategic developments,Change to group/activity,Liaoning,星期五
2018/3/16,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期五
2018/3/16,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期五
2018/3/16,Violence against civilians,Attack,Tibet,星期五
2018/3/16,Strategic developments,Looting/property destruction,Xinjiang,星期五
2018/3/16,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期五
2018/3/16,Strategic developments,Change to group/activity,Ningxia,星期五
2018/3/16,Violence against civilians,Abduction/forced disappearance,Beijing,星期五
2018/3/16,Violence against civilians,Abduction/forced disappearance,Beijing,星期五
2018/3/16,Strategic developments,Change to group/activity,Henan,星期五
2018/3/16,Violence against civilians,Attack,Shaanxi,星期五
2018/3/16,Violence against civilians,Attack,Fujian,星期五
2018/3/16,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期五
2018/3/16,Violence against civilians,Attack,Xinjiang,星期五
2018/3/16,Strategic developments,Change to group/activity,Liaoning,星期五
2018/3/16,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期五
2018/3/16,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期五
2018/3/16,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期五
